model,dataset,flip_rate,mean_yes_pct,mean_brd,brd_ci_lo,brd_ci_hi,min_brd,mean_acc,acc_ci_lo,acc_ci_hi,debate_brd,baseline_yes_pct,baseline_brd,base_rate
gpt-4.1-mini,compas,0.06,0.38526400000000005,0.06473600000000002,0.020000000000000018,0.10000000000000003,0.020000000000000018,0.711154,0.68,0.76,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.07,0.38787599999999994,0.06212400000000001,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.70608,0.67,0.75,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.08,0.3908020000000001,0.059198000000000014,0.020000000000000018,0.10049999999999276,0.0,0.7013719999999999,0.66,0.76,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.09,0.39311399999999996,0.05713600000000001,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.6967479999999999,0.65,0.75,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.1,0.3968360000000001,0.05350000000000002,0.0,0.12,0.0,0.6921299999999999,0.64,0.74,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.11,0.39837,0.052524,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.687198,0.63,0.75,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.12,0.40063000000000004,0.050526000000000015,0.0,0.12,0.0,0.6816760000000001,0.64,0.74,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.13,0.403864,0.048296000000000006,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.6774879999999999,0.63,0.73,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.14,0.406242,0.04607400000000001,0.0,0.10000000000000003,0.0,0.6727960000000001,0.62,0.74,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.15,0.40895599999999993,0.044820000000000006,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.668466,0.61,0.73,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.16,0.41158,0.04268400000000001,0.0,0.10000000000000003,0.0,0.663172,0.6,0.72,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.17,0.41432399999999997,0.04170200000000001,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.6588,0.59,0.73,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.18,0.41662800000000005,0.04017200000000001,0.0,0.10000000000000003,0.0,0.653962,0.6,0.72,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.19,0.419246,0.04004200000000001,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.647856,0.59,0.71,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.2,0.4226580000000001,0.037770000000000005,0.0,0.10000000000000003,0.0,0.644202,0.58,0.72,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.21,0.424508,0.03827400000000001,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.639028,0.57,0.71,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.22,0.42759800000000014,0.036478000000000003,0.0,0.10000000000000003,0.0,0.63378,0.56,0.7,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.23,0.42982600000000004,0.036722000000000005,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.6304639999999999,0.57,0.71,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.24,0.43227,0.03590600000000001,0.0,0.10000000000000003,0.0,0.6245539999999999,0.56,0.7,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.25,0.43509799999999993,0.03562800000000001,0.010000000000000009,0.09000000000000002,0.010000000000000009,0.619796,0.55,0.69,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.26,0.43797600000000003,0.035188,0.0,0.10000000000000003,0.0,0.615024,0.54,0.7,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.27,0.440586,0.035584000000000005,0.010000000000000009,0.09000000000000002,0.010000000000000009,0.61025,0.53,0.69,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.28,0.44291,0.034398000000000005,0.0,0.10000000000000003,0.0,0.605718,0.52,0.68,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.29,0.44440799999999997,0.035546,0.010000000000000009,0.09000000000000002,0.010000000000000009,0.6001559999999999,0.53,0.69,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.3,0.44798000000000004,0.034656000000000006,0.0,0.10000000000000003,0.0,0.596146,0.52,0.68,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.31,0.45143199999999994,0.036292000000000005,0.010000000000000009,0.09000000000000002,0.010000000000000009,0.59114,0.51,0.67,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.32,0.4529660000000001,0.035838,0.0,0.10000000000000003,0.0,0.586162,0.5,0.66,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.33,0.455934,0.03701,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.5815040000000001,0.51,0.67,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.34,0.458796,0.03643199999999999,0.0,0.10000000000000003,0.0,0.5773739999999999,0.5,0.66,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.35,0.4612379999999999,0.038852,0.010000000000000009,0.11000000000000004,0.010000000000000009,0.571832,0.49,0.65,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.36,0.464046,0.038686,0.0,0.10000000000000003,0.0,0.567574,0.48,0.66,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.37,0.465984,0.039872000000000005,0.010000000000000009,0.11000000000000004,0.010000000000000009,0.563084,0.49,0.65,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.38,0.468272,0.0397,0.0,0.11999999999999994,0.0,0.557722,0.48,0.64,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.39,0.4710700000000001,0.041982,0.010000000000000009,0.11000000000000004,0.010000000000000009,0.552558,0.47,0.63,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.4,0.47422800000000004,0.04226,0.0,0.11999999999999994,0.0,0.547844,0.46,0.64,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.41,0.47637399999999996,0.043968,0.010000000000000009,0.12999999999999995,0.010000000000000009,0.5430560000000001,0.45,0.63,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.42,0.47815799999999997,0.044177999999999995,0.0,0.11999999999999994,0.0,0.538132,0.46,0.62,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.43,0.48223600000000005,0.047258,0.010000000000000009,0.12999999999999995,0.010000000000000009,0.533478,0.45,0.61,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.44,0.48337399999999997,0.046681999999999994,0.0,0.11999999999999994,0.0,0.528558,0.44,0.62,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.45,0.48707599999999995,0.049674,0.010000000000000009,0.12999999999999995,0.010000000000000009,0.5244840000000001,0.43,0.61,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.46,0.4896880000000001,0.05028,0.0,0.13999999999999996,0.0,0.5197780000000001,0.44,0.6,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.47,0.4926620000000001,0.053222000000000005,0.010000000000000009,0.12999999999999995,0.010000000000000009,0.514828,0.43,0.61,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.48,0.49375,0.052905999999999995,0.0,0.13999999999999996,0.0,0.5092300000000001,0.42,0.6,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.49,0.49795200000000006,0.056192000000000006,0.010000000000000009,0.14999999999999997,0.010000000000000009,0.5049959999999999,0.43,0.59,0.07500000000000001,0.37,0.08000000000000002,0.45
gpt-4.1-mini,compas,0.5,0.501132,0.05814799999999999,0.0,0.13999999999999996,0.0,0.500484,0.42,0.58,0.07500000000000001,0.37,0.08000000000000002,0.45
gemini/gemini-2.5-flash,compas,0.01,0.343274,0.10672600000000002,0.10000000000000003,0.12,0.10000000000000003,0.705904,0.7,0.72,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.02,0.34625599999999995,0.103744,0.09000000000000002,0.13,0.09000000000000002,0.7016979999999999,0.69,0.73,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.03,0.34950200000000003,0.10049800000000002,0.08000000000000002,0.14,0.08000000000000002,0.697526,0.68,0.72,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.04,0.35255999999999993,0.09744000000000001,0.07,0.13,0.07,0.693136,0.67,0.73,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.05,0.35576,0.09424000000000002,0.06,0.14,0.06,0.6892459999999999,0.66,0.74,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.06,0.3593719999999999,0.09062800000000001,0.04999999999999999,0.13,0.04999999999999999,0.6846559999999999,0.65,0.73,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.07,0.36252000000000006,0.08748000000000002,0.040000000000000036,0.14,0.040000000000000036,0.680592,0.64,0.72,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.08,0.3655279999999999,0.08447200000000002,0.030000000000000027,0.13,0.030000000000000027,0.676266,0.63,0.73,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.09,0.36907400000000007,0.08092600000000003,0.040000000000000036,0.14,0.020000000000000018,0.671942,0.62,0.72,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.1,0.372174,0.07782600000000002,0.030000000000000027,0.13,0.010000000000000009,0.668022,0.61,0.73,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.11,0.375192,0.07480800000000001,0.020000000000000018,0.14,0.0,0.66412,0.62,0.72,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.12,0.37829599999999997,0.07179,0.010000000000000009,0.13,0.010000000000000009,0.660168,0.61,0.71,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.13,0.38156600000000007,0.06854600000000001,0.020000000000000018,0.14,0.0,0.655208,0.6,0.72,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.14,0.384536,0.06592600000000001,0.010000000000000009,0.13,0.010000000000000009,0.651258,0.59,0.71,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.15,0.38748800000000005,0.06297600000000002,0.0,0.14,0.0,0.646904,0.58,0.72,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.16,0.39164199999999993,0.05943800000000001,0.010000000000000009,0.13,0.010000000000000009,0.64275,0.59,0.71,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.17,0.39440200000000003,0.05678600000000001,0.0,0.12,0.0,0.638278,0.58,0.7,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.18,0.39735999999999994,0.05483600000000001,0.010000000000000009,0.13,0.010000000000000009,0.634524,0.57,0.71,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.19,0.40069000000000005,0.051982000000000014,0.0,0.12,0.0,0.629558,0.56,0.7,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.2,0.404116,0.05008000000000001,0.010000000000000009,0.13,0.010000000000000009,0.625898,0.55,0.69,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.21,0.406938,0.047466000000000015,0.0,0.12,0.0,0.6219899999999999,0.56,0.7,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.22,0.410046,0.04637800000000001,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.617692,0.55,0.69,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.23,0.4136639999999999,0.04397200000000001,0.0,0.12,0.0,0.613046,0.54,0.7,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.24,0.41630600000000006,0.04312400000000001,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.609036,0.53,0.69,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.25,0.41955,0.040498000000000006,0.0,0.12,0.0,0.604798,0.52,0.68,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.26,0.423026,0.04022400000000001,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.600348,0.53,0.69,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.27,0.4262300000000001,0.03791400000000001,0.0,0.10000000000000003,0.0,0.5969260000000001,0.52,0.68,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.28,0.43057199999999995,0.037872,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.592228,0.51,0.67,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.29,0.433112,0.036392,0.0,0.10000000000000003,0.0,0.589018,0.52,0.68,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.3,0.43617,0.03694200000000001,0.010000000000000009,0.09000000000000002,0.010000000000000009,0.584384,0.51,0.67,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.31,0.43987800000000005,0.035458,0.0,0.10000000000000003,0.0,0.580326,0.5,0.66,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.32,0.442616,0.03602,0.010000000000000009,0.09000000000000002,0.010000000000000009,0.575126,0.49,0.67,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.33,0.44449400000000006,0.035401999999999996,0.0,0.10000000000000003,0.0,0.571536,0.48,0.66,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.34,0.44874400000000003,0.036556000000000005,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.567434,0.49,0.65,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.35,0.452154,0.035429999999999996,0.0,0.10000000000000003,0.0,0.563226,0.48,0.64,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.36,0.45504400000000006,0.036964,0.010000000000000009,0.10999999999999999,0.010000000000000009,0.55889,0.47,0.65,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.37,0.458934,0.037017999999999995,0.0,0.10000000000000003,0.0,0.554894,0.48,0.64,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.38,0.46132399999999996,0.03801600000000001,0.010000000000000009,0.11000000000000004,0.010000000000000009,0.551108,0.47,0.63,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.39,0.464868,0.03904,0.0,0.10000000000000003,0.0,0.545842,0.46,0.64,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.4,0.46806800000000004,0.040126,0.010000000000000009,0.11000000000000004,0.010000000000000009,0.542154,0.45,0.63,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.41,0.471404,0.04073199999999999,0.0,0.11999999999999994,0.0,0.537444,0.46,0.62,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.42,0.474166,0.043018,0.010000000000000009,0.11000000000000004,0.010000000000000009,0.5334899999999999,0.45,0.63,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.43,0.4773,0.043576,0.0,0.11999999999999994,0.0,0.529034,0.44,0.62,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.44,0.480538,0.045626,0.010000000000000009,0.12999999999999995,0.010000000000000009,0.5243639999999999,0.43,0.61,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.45,0.48311800000000005,0.046245999999999995,0.0,0.11999999999999994,0.0,0.521782,0.44,0.6,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.46,0.48647799999999997,0.049046000000000006,0.010000000000000009,0.12999999999999995,0.010000000000000009,0.517226,0.43,0.61,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.47,0.490356,0.050471999999999996,0.0,0.13999999999999996,0.0,0.511916,0.42,0.6,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.48,0.4934460000000001,0.053094,0.010000000000000009,0.12999999999999995,0.010000000000000009,0.5091979999999999,0.43,0.59,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.49,0.4972160000000001,0.055291999999999994,0.0,0.13999999999999996,0.0,0.504294,0.42,0.6,0.06260504201680667,0.34,0.10999999999999999,0.45
gemini/gemini-2.5-flash,compas,0.5,0.5003479999999999,0.05757999999999999,0.010000000000000009,0.14999999999999997,0.010000000000000009,0.50041,0.41,0.59,0.06260504201680667,0.34,0.10999999999999999,0.45
